review_id,asin,review_text,review_score
A3OPRKAZ0FMA5H,B003UKM9CO,"We purchased two of these, and from the first use on, both would start and stop. This was not a feature, as it happened intermittently. Why this happened I have no idea, as the brush seemed to be powerful. But this did not bode well for an appropriate lifespan, so we returned them.",1
ARLAX11SGSVS7,B003UKM9CO,"I bought this toothbrush, new, out of the box. It short circuited at least once every time I used it for three weeks. It was returned and a new brush was sent out immediately. The new brush is worse. It stops and starts several times during brushing. Don't believe we will buy oral B products again.",1
AYU1GV7AIQ5YY,B007VXJK6E,"I bought this and was surprised when my teeth hurt after just one brushing. I tried it out for a few more days and they got worse. I had to stop using it. I sent it back as it was guaranteed, but never got my money back. If you want to try it, get it at a store so you can take it back if you don't like it.",1
A2RFBOSH8SSF5P,B007ZN5ATQ,"This has happened with the past 2 sonicares I've purchased. They last for a few months but then end up losing their charge, and stop vibrating the brush thistles as much as is necessary to be useful. I'm returning to non-electric toothbrushes because these are just too expensive. Perhaps there's a higher quality alternative to Philips on the market... not sure",2
A2EHYCA29NSQLU,B007ZN5ATQ,"I'm not going to cover the merits of using a Sonicare electric toothbrush.  Just use them.  Plain and simple.  You will save more in dental costs than you will spend on them.  I have been using them for probably over 15 years, and they are must-haves.  Everyone in my family uses them.  I have also used every major generation of Sonicare toothbrush and several models within each.This Essence 5600 is styled like the original first generation.  Unlike the first generation which used NiCad batteries, this uses NiMH batteries which was used in the second generation.  The original first generation toothbrushes used an open sort of toothbrush head with a plate behind the brush.  This was actually a good head, although it rattled/buzzed if you made the little plastic guard/plate touch the moving brush head.  No big deal.  With these you occasionally had to unscrew the head and clean them out (with an old-style toothbrush).However, Philips/Sonicare has discontinued the original style head and gone with a ""universal"" head that fits both the first and second generation toothbrushes.  That is what you get with this model.  Unfortunately, despite the more effective and more comfortable head, these are plagued with the problem of mold, bacteria, and just general funk under the rubber seal.  The rubber seal just doesn't seal at all.  Moisture gets in the heads, and shortly, there will be massive black and pink hairy things growing inside.  Just truly disgusting which is why you see some aftermarket (non-Philips) seals being sold.  Further, it is just next to impossible to clean these second generation heads.  See my remedy at the end.The third generation (current) is truly the best.  They went with Li-Ion batteries.  The handles are smaller.  The heads no longer have a ""compartment"" in which to grow mold and bacteria.Unfortunately, with the progression of each model, Sonicare keeps adding more features which I don't like.  I find quad pacer useless and annoying.  All of the additional massage and pulsing modes and what-not are just irritating because it makes such a simple device much harder to use.  For example, instead of a simple on/off, you now have to push the button twice or cycle through these modes.  This is important because if you push a button twice to cycle it and turn it off while it is in the middle of changing modes, instead of it turning off, it turns on, and your spit and toothpaste go flying, so now you have to clean your glasses, the mirror, and pretty much everything within 3 feet.Anyway, sorry to digress, but I have UNIVERSALLY found that the best model with in each generation is the most simple one without all the feature-laden whistles and bells, ridiculous UV cleaners, etc., which just drive up your cost both initial and in consumables.So, in sum, this has good battery technology, but you will have to be careful not to leave it in the charger and make sure you run it down.  In other words, you will have to run it like a usual Ni-MH battery product to get the maximum life of maybe 3-5 years.  If you don't, then you can kill it is 1-2 years.  I like that this is a simple version and easy to operate.  It has a nice grip and travel pouch.  It it also is relatively inexpensive if you are new to Sonicare, but your next one will want to be the Li-Ion versions.  What I really don't like about this is the terrible toothbrush heads which get funky.  My best recommendation for dealing with this is as follows.  (Disclaimer: this is not recommended or supported by the manufacturer.  Use at your own risk, yada, yada.)  Get some small, sharp scissors or a box cutter or utility knife and cut off that rubber seal -- which doesn't seal anyway.  Then, after you brush your teeth just run some water down in there to rinse it out.  Without the seal, it will dry, and not get so funky.  At least 10X better, although it looks kinda MacGyver'ed.",2
A1ZMTSQTQZFXR7,B007ZN5ATQ,This model did not have the timing beeps. I ordered another model that has beeps every 30 seconds.  So it is just a back up.  Cory,2
A2IA3UA7N9HCWJ,B007ZN5ATQ,Water seeps through the plastic handle where it joins.  This leaves goop and yuck that requires frequent cleaning.  Surely the new design toothbrushes seal better than this one.,2
AEF2MF4QJU53U,B007ZN5ATQ,"I have just about ran out of patience with Philips & ""quality"" after owning 5 of this brand in the past.This time with the new ""Sonicare"" on which the charging light stays on 24/7 after 2 weeks of ownership. It is supposed to be on ONLY WHEN THE BATTERY IS BEING CHARGED. (So says Phillips)Have checked the new charger that came with the unit. It appears fine. Tried the charger from the old unit. It also appears fine.Ever tried to get a reply from Philips customer service on the Net?I no longer would recommend this brand even though I will continue to use until it (or I) die.Not expected from Phillips.John",2
A2Q2A6JKY95RTP,B007ZN5ATQ,"I jumped at the opportunity to try out the Sonicare HX5610/01 electric toothbrush and after using it for about a month I have mixed feelings on the product.First, this toothbrush is really designed for a single person or for an individual who travels. This isn't really a practical toothbrush for more than an individual simply because there's no place to store an extra toothbrush head. I'm coming from using an Oral B electric toothbrush that had slots for storing more than one brush-head and was immediately disappointed that there isn't a similar feature here.Second this is a very basic electric toothbrush. For $70 you're getting a single function electric toothbrush, simply meaning that there's only an on/off button and no variable speed brushing or vibrating. There's a built in 2-minute timer that's the norm for electric toothbrushes; a charger; and a small storage bag. That's absolutely it. The toothbrush itself seems to be either poorly designed or just an early design that's never been improved upon. The major problem that I see with this brush is that water and toothpaste trickle down the handle and get inside the housing. After using this brush for a few days it left a mess of old toothpaste on the charger and my bathroom counter. Not only is this gross but I can't imagine toothpaste and water trickling down the inner components of this brush being very good for longevity.Lastly I was floored that this new Sonicare is not only heavier and bulkier than my 6 year old Oral B electric toothbrush but also considerably louder. Brushing with this thing is like standing on a subway platform as a train flies by; in other words a jarring experience.I would definitely not recommend this product. Even as an entry level electric toothbrush this is a hard sell given the price. Spend a bit more and upgrade to a better Sonicare or Oral B.",2
A204K1OFE8OB9Y,B007ZN5ATQ,"I have been using Sonicare electric toothbrushes for more than 10 years and like them for brushing my teeth and gums. Every model I have purchased including two of this model series has had a convenient feature whereby every 30 seconds the brush motor would pause and I would shift to another section of my mouth.Now some greedy executives at Phillips have decided to disable this function on some toothbrush submodels like this HX5610/30 so they can upcharge for it on their standard models. This is now called by Phillips &#34;quadpacer&#34; and you now need to pay extra for this basic functionality.Phillips also makes a recharging base that is 110v AC only, one that is sold in Europe that is 220v AC only, and one that is 110/220v AC which can be used anywhere in the world with only a plug adapter. I had to buy the 110/220v charger base directly from Phillips for an extra $45 plus shipping. Phillips should provide this dual voltage base as the standard charger or at least make it readily available through the same merchants that sell their toothbrushes.My next electric toothbrush will not be a Sonicare. I can pay less and get more with other brands which have gotten better reviews from testers.",2
A29WP90TZOPAZ2,B007ZN5ATQ,"Not sure what happened. It was fine one day and the next day it started vibrating so fast and so hard it literally hurt my mouth. Amazon has a very conservative return policy, so I am SOOO glad I did not buy a more expensive product. I would never buy another unless it was from a store where I  could return it if this happened again.I cannot even use it now. Big waste of money.",2
A1LW93HGONNQUU,B003UKM9CO,"This electric toothbrush does seem to deliver a better tooth cleaning than just using a manual brush.  However, it had some limitations and awkwardness that make me much prefer the Sonic-care, which I have used for years.  I did not find the round and round motion of the brush particularly comfortable.  The tube that the brush head is attached to is too thick, so that it often hit against the top of my teeth if I was brushing the bottoms or vice versa.  The motor is not terribly strong--when the brush hit the teeth on  the opposite side, the brush head slowed or stopped completely.  It also had a tendency to stop when it was turned in the vertical position --i.e. brushing the biting surfaces of the upper teeth.  This model allegedly had three different brush speeds for persons of different sensitivity--I could never get them to work.  It always ran at the same speed no matter what I did with the on button.  Finally, this brush has no timing or reminder feature.  On the Sonic-care, there is a two minute timer and it beeps every 30 seconds which allows you to divide your mouth into four quadrants and give each equal time.  And also to make sure that you brush for the whole recommended two minutes.  I really missed this feature on the Oral-B.  If I were shopping for an electric toothbrush this would not be the one I would buy or recommend to friends.",2
A19RW25Q6206I3,B007VXJK6E,"So I have to say I really liked this brush...it replaced an older Oral-B that was simply worn out after 4 years of use. I liked the upgrades they made the multi modes and the pressure light are excellent additions.So then there is the problem. Two problems actually. First off the unit gets warm when it is on the charger. And not just when it is ""charging"", even when the unit shows full charge if you leave it on the stand it still heats up.  I find this very disconcerting in a home type consumer appliance.  I tried only charging it when needed. This leads us to issue 2. It does not seem to have much of a reserve. I find even with a full charge it only lasts about 3 days (6 uses) and then needs to be topped off again. There is a noticeable drop off in speed and torque when brushing as the charge drops.  So what to say, this could be a great unit...but with the heat issue and the weak batteries I think it's just not worth the price point.  I tried to contact the company to see if this heat issue may be a sign there is a battery charging issue and hence leading to a weak reserve.  But I have not received a response.",2
ATDE9JYCPI0L1,B007ZN5ATQ,"Having had great experiences with the Philips Sonicare toothbrushes, specifically Elite models HX7300 and HX7800, I ordered this item from the Amazon Vine program expecting an improvement.Alas, I must agree with others that this brush leaves several things to be desired. Firstly, in addition to easily trapping toothpaste and moisture inside the handle, where the brush screws in, this new handle has added another design flaw --- a seam in the handle that will obviously also attract moisture and toothpaste.Additionally, the 30-second reminder signal to switch tooth surfaces is now omitted --- or, rather, missing in action. That was a critical feature to ensure that one brushes an equal time on each surface.Alas, the latest Sonicare is not the great item I'd have expected from Philips and, sadly, I cannot recommend this model.",3
A1KPALLWZ73M27,B007ZN5ATQ,"This sonicare works wonders on my teeth, almost to just from the dentist feel. My only gripe is if the pastic part of the brush touches your other teeth it feels like a jackhammer in your mouth. Ratta tat tat! I'd think they would have a softer buffer on the neck of the brush, to prevent such an uncomfortable sensation.Also, it has a cheap feeling base, I am wondering how long it will last, it feels cheap, which is a shame because the body of the brush (the fat part you hold) feels much more sturdy. The brush end also feels very cheap. So, the base at the bottom where the recharger is located and the top end, the brushing end, are much less of a quality product than the base mechanism, which houses the rechargeable battery and the mechanical parts.The travel bag is nice, and this brush stayed charged for four days, it may have gone longer but I forgot when I got home and just plopped it back in the recharger/holder.I will do an update in the future, as I often do for those interested in longevity. I've used it roughly two weeks now.For those wondering, it is made in China.",3
A30U2QQN2FFHE9,B007ZN5ATQ,"I don't quite get what Philips is doing with the release of this new toothbrush. I have used Sonicare toothbrushes for many years and to me, this reminds me of my very first Sonicare brush - very basic, heavy and wide handle, and worse of all that screw on head that is so famous for retaining water which quickly turns to mold if not rigoursly cleaned out after each use.I'll stick with Sonicare for sure, but prefer my Healthy White model that is slimmer, more light weight, and with the head that easily comes off and doesn't trap moisture.",3
A39H5ZCKFUMO2K,B007ZN5ATQ,"Anything Phillips and anything Sonicare is reliable in its market group. This one is thick and heavy, be prepared for this property. On the otherhand it is a thorough item and competes well in the electric toothbrush offerings because it is the one to go with if you drop these alot in the bathroom.Jay Adler Music",3
A2C6ZKSBI5O29H,B007ZN5ATQ,It holds a charge longer then a week of use which is a plus.  My last model was a little more advanced.  This one is a good basic unit.,3
A9NXTC0HTPSDO,B007ZN5ATQ,"This electric toothbrush is Sonicare's lowest level model.  It has the basic features that come with every Sonicare, even the cheapest 39.99 one.  I have owned a Sonicare for over 10 years and have had 3 different models.  Can I tell the difference between the 3 models I have owned....not really.  I brush my teeth for the 2 minutes and any other features usually don't get used on a daily basis when I am rushing to get to work or to go out with friends.  The reason why I take two stars away from this toothbrush is because of a flaw in the style of this toothbrush.  This particular brush allows for water, toothpaste and oral fluids to get inside of the toothbrush.  The toothbrush mechanism goes over the body of the handle and twists off.  Water and other fluids get inside of the toothbrush causing it to rust and malfunction if you do not clean it out often.  Because of this flaw which is the exact same style as my original Sonicare, I could not wait to upgrade to thePhilips Sonicare HX6711/02 HealthyWhite 710 Rechargeable Electric Toothbrushin 2010.  It was gross to have to keep cleaning the inside of the toothbrush mechanism.  If you look at the pictures of each of these toothbrushes, you will see that this one twists over the handle while the one I bought in 2010 is all one piece and you don't have to worry about oral fluids getting into the toothbrush.  For 5 dollars more you can get the HX6711 HealthyWhite toothbrush which I feel is far superior to this toothbrush.  The travel case is nice but, I would rather put my toothbrush head in a zip-lock bag for travel then buy this toothbrush just for the case.  Not having to deal with cleaning the inner casing of the toothbrush in order to keep the toothbrush working properly is not worth the price in my opinion.  If you want an electric toothbrush with the simple features such as the 2 minute timer....get the lower priced model on Amazon.  Why this toothbrush is 70 dollars, I have no idea.  It looks and feels like the 40 dollar brush that Amazon sells.",3
ASA4FTYC78MT,B007ZN5ATQ,The toothbrush is fine.  Does what you expect from a Sonicare.  But $39 (what I paid) and now $45 (the current price) is all just too much for this very basic model.  Buy it somewhere else or wait for a deal.,3
A36EK9QNCTIDYQ,B007ZN5ATQ,"This was a great deal on a toothbrush but I had bought so many things that I was forced to send it back because I didn't have a use for it.  Shipping was fast but I now have to pay to ship it back (consequences of a wrong decision) oh well, I learned a lesson!",3
AJ7HPLHB2A5M0,B007ZN5ATQ,"Bought this to replace one we'd had for many years, and still worked, but was falling apart.  First time I used it I realized it doesn't have the 30 second incremental beeps.  I thought they all had that, but apparently not.  Otherwise it's fine, just not what I wanted.",3
A2XRMQA6PJ5ZJ8,B007ZN5ATQ,"This is the ""no bells and whistles"" version of the Sonicare.  It is very serviceable and I have few gripes about it.  I guess my main gripe is that eventually crud gets into the cavity inside the replaceable brush modules and gets kind of gross.  It would be nice if Philips would figure out a way to prevent this; it seems to me to be a trait of questionable hygienics.  Other than that, this is a simple, robust little device.  RJB.",3
A3QWTTBYAWVMUA,B007ZN5ATQ,"its Ok, Its not fun to use, I am not sure as its my first electric brush but its just sitting there and not using any more.",3
A2AXWQVA5V9GPJ,B003UKM9CO,"We got this to replace our old Braun Sonicare which was difficult to keep clean.Although this product is comparatively easier to keep clean, it's messier to use.The brush heads are a hollow tube with holes at the top and the bottom, so when you brush, even if you keep your mouth shut, you'll dribble spit and toothpaste out of the bottom of the brush head.That's fine if you brush leaning over the sink, but if you don't, you're going to be wiping up drips from your feet or the floor.The other issue with this brush is that my dentist told me it can be harder on the gums than Sonicare.",3
A160TZZU3AK3A7,B003UKM9CO,I hate the vibrating feeling in my mouth. I was forced to buy this when Interplak stropped making their rotating toothbrushes. I LOVED Interplak. I HATE the sonic vibrating style of any brush but there's nothing else now. It doesn't clean as well as the spinning brushes despite their claim to. This is just OK. Please come back with a spinning bristle head!,3
A1TX025IELNKC6,B003UKM9CO,"well truthfully, i bought this because i didnt want to drop double the $ on sonicare--i figured test drive this baby and then if i feel like its worth it, i will consider the investment in sonicare. well about a few weeks in, i can say that i still like regular brushing over this. i tend to stay away from battery operated anything and a toothbrush is no exception here. i just prefer the feel and weight of an ergonomic toothbrush. i get the kids sized and make sure its super soft and i just go at it--with this ive found there is a lot of thought involved, its just not as routine yet.",3
A1MMFSW19AM019,B003UKM9CO,Oral-B was offering a 50% rebate on all of its power toothbrushes so I figured this was a great chance to try out an alternative to the Sonicare toothbrush I had been using. Even without the 50% rebate the cost of the Oral-B models are lower than the Sonicare models. After doing quite a bit of research I also found that the only differences between the Professional Care 1000 and higher models like the 4000 and 5000 are the number of brush modes and unnecessary add-ons like timers and displays on the toothbrush itself. If your teeth are used to a good scrubbing there is no need to even use anything other than the standard brush mode.After about a week of use I found myself really missing the Sonicare technology. I didn't feel like the spinning bristles of the Oral-B were cleaning my teeth as well as the vibrating/pulsing bristles of the Sonicare.Oral-B used to make a sonic toothbrush called the Sonic Complete which still remains the best toothbrush I've owned. Unfortunately these spinning bristle models don't really do it for me and if you're used to sonic technology you will likely be as disappointed as I was.,3
A2LYQEY0ZQWWJG,B003UKM9CO,"It's not just the noise, which you'll get used to eventually.  But if you don't have a big mouth or some special skill which I seem to lack, the machine will CATCH ON YOUR LIPS or even your tongue.  I admit that I haven't actually been WOUNDED yet, but it is certainly disconcerting, and the first couple times it might scare you, so be warned.",3
AYGEP8I4BQ3CK,B003UKM9CO,"This is at least my third Oral-b electric toothbrush, the first was a AA battery powered model that wore out mainly from a lack of waterproofing. The second had rechargeable batteries and ran for around $20 in 2003. It did well until the on off switch wore out.The first thing I noticed in Oral-b 100 Professional Care 1000 Electric toothbrush is the battery/ charge indicator. It lets you know when the toothbrush is charging, is charged, and needs charged. Depending on your daily use, it can go about a week with the low battery red light comes on.The brush head technology hasn't noticeably changed ]during these years. It does a good job of getting around and between teeth, though the small opening in the plastic casing means, saliva, toothpaste and water will all get in their, which can get gross, unless you rinse well and take the brush head off from time to time to rinse out the inside. I'm sure there is a reason for this hole, but I think it should go.Like most things, it comes down to personal tastes, but I found myPhilips Sonicare R732 Healthy White Power Toothbrushdoes a better job of getting my teeth clean and has three speed settings. It does of course cost twice as much, but comes with a travel case and two brush heads.Overall, this Oral-B model is acceptable, though I question why it's so much better than some of its less expensive counterparts simply because it has a battery indicator and the word Professional in its name.",3
A3BBRD1LARRAFW,B003UKM9CO,I believe this is a an older model.  There is one that works just as well thats about ten dollars just has one less speed.  I would invest a little more to get the better model.,3
A3HYKTIP56FY0D,B003UKM9CO,"This is a great brush when it is working. Every now and then, it stops for a second then starts again. It is not from brushing too hard. It happens even if the brush is running out of my mouth. I must have received a faulty unit. While it is working, it cleans really well and I am overall happy with it.",3
A3OCCDTAMODER1,B003UKM9CO,"I got this toothbrush because it was a good price with a rebate from a local big box store.Pros:-rechargeable-cleans well-interchangeable heads-comes with standCons:-stand gets dirty very easily and has to be cleaned constantly-toothbrush base gets dirty from stand and has to be cleaned constantly-replacement heads are relatively expensive (in relation to cost of toothbrush)Overall, I would recommend it as a cheap rechargeable toothbrush, but I would caution you to look for one with a better stand/toothbrush system that doesnt hold the water so much. It creates a little water bath that quickly turns colors and smells bad. I have to clean it daily which defeats the point of having a stand. I think it should be angled so the water drains out.",3
A2ME21YGPR0FRA,B003UKM9CO,"This is my first ever electric toothbrush, and I guess I'm just not super impressed. It's a little unwieldy (especially the stand it sits on), and mine takes FOREVER to charge (which may just be a problem with mine). I do like the clean it gives the teeth, but I don't necessarily believe it's anything a toothbrush can't do (except for maybe the clean I get around the gum line). I haven't been using it that long...after a month or two I'll try and update. If you're an electric toothbrush connoisseur well, then, you probably know more than me about this sort of thing. If this would be your first venture into the electric toothbrush market I would say...""Do you really need it, is there something else you need more or want more? Then pass on this stick with your good old manual toothbrush."" For the person who is just dead set on experiencing what the electric toothbrush can bring to their lives I would say ""Spend no more money what this one costs...it's more than good enough.""",3
A1BAJ6JXU8PSZH,B003UKM9CO,"I've used a SoniCare electric toothbrush for several years.  It is more expensive, but after using the Oral-B I'm convinced it is well worth it.The Oral-B is loud...the kind of loud that makes me wonder if the motor is doing okay.  The brush head that it comes with is thick...and I have to open up more than is comfortable to get to my teeth.  If I happen to bite down on it at all...mostly because it just doesn't fit in my mouth well...the motor bogs down easily to the point of stopping completely.  I've never had this happen with my SoniCare.The Oral-B handle is slimmer than the SoniCare...and I like that...it has multiple heads for different purposes that can be purchased (all are round and spin though) and a decent case to store them in right on the charger.  That is handy.  There is no cover on the head...so it is exposed to anything that flies by while on the charger.  I like the brush covers on the SoniCare and that the heads are smaller and the traditional toothbrush shape.I ended up giving the Oral-B to my daughter, who is loving it since it is much nicer than the $5 electric toothbrushes she's had until now.  She doesn't seem to mind opening so wide.  I will be surprised if the Oral-B motor/battery lasts several years the way the SoniCare does.",3
ADEZOPMPKK146,B003UKM9CO,"I've only owned SONICARE toothbrushes for the past five years, which are heavier than the Oral B 1000. Oral B is lower in price and seems to do an effective job. Great thing about Oral B is it's very lightweight, easily packed for travel and offers a large variety of replacement head brushes. The brush itself was harder than I'd like but they do offer softer ones for those with sensitive teeth and for those with braces, implants, crowns and bridges.  Overall, a reasonably priced product, lightweight. The battery is built in, so you will need to recharge accordingly, most likely two or three times a month. I wish the brush heads came with covers like Sonicare.",3
A2F540P3L6P5CL,B003UKM9CO,"Update 1/12/11. I've had this for some time now, and in many ways was preferring it to my Sonicare as noted below. However, the unit starting pooping out quickly even after 24 hour charges. Silly me, I didn't realize that unlike the Sonicare this was also requires a battery. A battery that should be no big deal to pop out and replace like most any other battery in the world right?No.The instructions with my unit are impossible to follow and whatever print is on the bottom of the unit impossible to read. Outside of taking it into the office and let the lads diddle with it (and they do have better things to do), I googled for instructions and found a video for battery replacement. Watched the video, but my charger unit doesn't have the *key* in the back/bottom to open the battery case and no matter how hard I twist it isn't opening. Worse yet, the old brush replacement head doesn't twist off too easily either.I guess if you're willing to put up with agonizing every time you need to change a battery or the brush you've got a fairly good product. Me, this is going in the drawer and I'm going back to my Sonicare which in all these years has never ever asked me for a new battery.And I didn't think I'd ever say that. I've used a Sonicare for years, as I have deeper pockets and need to keep things as clean as possible, so I was thrilled to have the chance to get an Oral B and compare the two. Yes, the round brush is smaller than the Sonicare one, but I found that a big plus in one area I have difficulty keeping clean - that being the back inside of the lower front where the orthodontist put a permanent wire to keep the lower teeth straight. That smaller head, along with the revolving motion really gets in there quite nicely and I'll be curious to see if the hygienist notices a different at the next cleaning.Another plus is the Oral B shuts off if you put too much pressure whilst brushing (you'll wear at your gums if you do that). One caveat with this model, there is only the single stand/charger and if you're going to purchase one for several users (swapping out individual brush heads of course) I would recommend finding another Oral B model with a stand that would hold them all for you.",3
AT0E6UBVJMJ6W,B003UKM9CO,"I had never used an electric toothbrush prior to receiving the Oral-B. I always wondered if the results were worth the expense -- after all, I can get a free toothbrush twice a year from my dentist when I get my teeth cleaned, or I can spend $5.95 for a pack of four brushes at any big box store. After using this rechargeable brush, I think a plain old non-electric tooth brush does just fine. For one thing, it takes hours and hours to charge the Oral-B for the first time, for another there is no cover for the brush when it is recharging, and third I find the time allowed to brush to be a little short for me. That was another thing: I thought I could brush as long as I wanted with an electric toothbrush, just as with my regular brush. The motor also seemed loud to me, but maybe some people would not be bothered by that. My teeth felt clean, but no cleaner than with a manual brush. To buy or not to buy I think is up to the individual -- if you like an electric toothbrush over a manual one, this is probably just as good a choice as any.",3
