asin,review_id,star_rating,sentence,aspect,opinion_term,sentiment,confidence
B003UKM9CO,A3OPRKAZ0FMA5H,1,"Why this happened I have no idea, as the brush seemed to be powerful.",brush,seemed,Positive,0.9891
B003UKM9CO,ARLAX11SGSVS7,1,"I bought this toothbrush, new, out of the box.",toothbrush,new,Positive,0.8902
B003UKM9CO,ARLAX11SGSVS7,1,It was returned and a new brush was sent out immediately.,brush,new,Positive,0.9833
B003UKM9CO,ARLAX11SGSVS7,1,The new brush is worse.,brush,new,Negative,0.9963
B003UKM9CO,ARLAX11SGSVS7,1,Don't believe we will buy oral B products again.,products,buy,Negative,0.9927
B007VXJK6E,AYU1GV7AIQ5YY,1,I bought this and was surprised when my teeth hurt after just one brushing.,teeth,hurt,Negative,0.9959
B007VXJK6E,AYU1GV7AIQ5YY,1,never got my money back.,money,never got,Negative,0.9953
B007ZN5ATQ,A2RFBOSH8SSF5P,2,"then end up losing their charge, and stop vibrating the brush thistles as much as is necessary to be useful.",charge,losing,Negative,0.9725
B007ZN5ATQ,A2RFBOSH8SSF5P,2,"then end up losing their charge, and stop vibrating the brush thistles as much as is necessary to be useful.",brush thistles,,Negative,0.9926
B007ZN5ATQ,A2RFBOSH8SSF5P,2,Perhaps there's a higher quality alternative to Philips on the market... not sure,quality,higher,Negative,0.8406
B007ZN5ATQ,A2EHYCA29NSQLU,2,You will save more in dental costs than you will spend on them.,dental costs,,Positive,0.6898
B007ZN5ATQ,A2EHYCA29NSQLU,2,This Essence 5600 is styled like the original first generation.,styled,styled,Neutral,0.8616
B007ZN5ATQ,A2EHYCA29NSQLU,2,"Unlike the first generation which used NiCad batteries, this uses NiMH batteries which was used in the second generation.",NiCad batteries,,Negative,0.4045
B007ZN5ATQ,A2EHYCA29NSQLU,2,"Unlike the first generation which used NiCad batteries, this uses NiMH batteries which was used in the second generation.",NiMH batteries,,Neutral,0.7711
B007ZN5ATQ,A2EHYCA29NSQLU,2,The original first generation toothbrushes used an open sort of toothbrush head with a plate behind the brush.,toothbrush head,,Neutral,0.8596
B007ZN5ATQ,A2EHYCA29NSQLU,2,"This was actually a good head,",head,good,Positive,0.9982
B007ZN5ATQ,A2EHYCA29NSQLU,2,it rattled/buzzed if you made the little plastic guard/plate touch the moving brush head.,guard /,,Negative,0.9461
B007ZN5ATQ,A2EHYCA29NSQLU,2,"the more effective and more comfortable head, these are plagued with the problem of mold, bacteria, and just general funk under the rubber seal.",head,effective,Positive,0.9834
B007ZN5ATQ,A2EHYCA29NSQLU,2,The rubber seal just doesn't seal at all.,rubber seal,,Negative,0.9961
B007ZN5ATQ,A2EHYCA29NSQLU,2,"Moisture gets in the heads, and shortly, there will be massive black and pink hairy things growing inside.",Moisture,gets,Negative,0.9885
B007ZN5ATQ,A2EHYCA29NSQLU,2,you see some aftermarket (non-Philips) seals being sold.,seals,non,Negative,0.8556
B007ZN5ATQ,A2EHYCA29NSQLU,2,"Further, it is just next to impossible to clean these second generation heads.",clean,second,Negative,0.9964
B007ZN5ATQ,A2EHYCA29NSQLU,2,"Further, it is just next to impossible to clean these second generation heads.",heads,clean,Negative,0.9968
B007ZN5ATQ,A2EHYCA29NSQLU,2,They went with Li-Ion batteries.,Li,went,Neutral,0.9813
B007ZN5ATQ,A2EHYCA29NSQLU,2,They went with Li-Ion batteries.,Ion batteries,,Neutral,0.987
B007ZN5ATQ,A2EHYCA29NSQLU,2,The handles are smaller.,handles,smaller,Negative,0.9967
B007ZN5ATQ,A2EHYCA29NSQLU,2,"The heads no longer have a ""compartment"" in which to grow mold and bacteria.",heads,have,Negative,0.9072
B007ZN5ATQ,A2EHYCA29NSQLU,2,"The heads no longer have a ""compartment"" in which to grow mold and bacteria.",compartment,have,Negative,0.9436
B007ZN5ATQ,A2EHYCA29NSQLU,2,"Unfortunately, with the progression of each model, Sonicare keeps adding more features which I don't like.",Sonicare,keeps,Negative,0.9899
B007ZN5ATQ,A2EHYCA29NSQLU,2,"Unfortunately, with the progression of each model, Sonicare keeps adding more features which I don't like.",features,more,Negative,0.9905
B007ZN5ATQ,A2EHYCA29NSQLU,2,I find quad pacer useless and annoying.,quad pacer,,Negative,0.997
B007ZN5ATQ,A2EHYCA29NSQLU,2,All of the additional massage and pulsing modes and what-not are just irritating,massage,additional,Negative,0.9951
B007ZN5ATQ,A2EHYCA29NSQLU,2,it makes such a simple device much harder to use.,device,simple,Negative,0.9702
B007ZN5ATQ,A2EHYCA29NSQLU,2,it makes such a simple device much harder to use.,use,simple,Negative,0.9949
B007ZN5ATQ,A2EHYCA29NSQLU,2,"For example, instead of a simple on/off, you now have to push the button twice or cycle through these modes.",button,push,Negative,0.728
B007ZN5ATQ,A2EHYCA29NSQLU,2,if you push a button twice to cycle it and turn it off,button,push,Negative,0.8577
B007ZN5ATQ,A2EHYCA29NSQLU,2,"it is in the middle of changing modes, instead of it turning off, it turns on, and your spit and toothpaste go flying, so now you have to clean your glasses, the mirror, and pretty much everything within 3 feet.",spit,flying,Negative,0.9725
B007ZN5ATQ,A2EHYCA29NSQLU,2,"it is in the middle of changing modes, instead of it turning off, it turns on, and your spit and toothpaste go flying, so now you have to clean your glasses, the mirror, and pretty much everything within 3 feet.",toothpaste,flying,Negative,0.9637
B007ZN5ATQ,A2EHYCA29NSQLU,2,"it is in the middle of changing modes, instead of it turning off, it turns on, and your spit and toothpaste go flying, so now you have to clean your glasses, the mirror, and pretty much everything within 3 feet.",glasses,clean,Negative,0.5353
B007ZN5ATQ,A2EHYCA29NSQLU,2,"it is in the middle of changing modes, instead of it turning off, it turns on, and your spit and toothpaste go flying, so now you have to clean your glasses, the mirror, and pretty much everything within 3 feet.",mirror,much,Neutral,0.6669
B007ZN5ATQ,A2EHYCA29NSQLU,2,"I have UNIVERSALLY found that the best model with in each generation is the most simple one without all the feature-laden whistles and bells, ridiculous UV cleaners, etc., which just drive up your cost both initial and in consumables.",UV cleaners,,Negative,0.9861
B007ZN5ATQ,A2EHYCA29NSQLU,2,"So, in sum, this has good battery technology,",battery technology,,Positive,0.9988
B007ZN5ATQ,A2EHYCA29NSQLU,2,"In other words, you will have to run it like a usual Ni-MH battery product to get the maximum life of maybe 3-5 years.",battery,usual,Negative,0.9467
B007ZN5ATQ,A2EHYCA29NSQLU,2,I like that this is a simple version and easy to operate.,operate,easy,Positive,0.9987
B007ZN5ATQ,A2EHYCA29NSQLU,2,It has a nice grip and travel pouch.,grip,nice,Positive,0.8439
B007ZN5ATQ,A2EHYCA29NSQLU,2,What I really don't like about this is the terrible toothbrush heads which get funky.,toothbrush heads,,Negative,0.9908
B007ZN5ATQ,A2EHYCA29NSQLU,2,"Use at your own risk, yada, yada.)",Use,own,Neutral,0.8565
B007ZN5ATQ,A2EHYCA29NSQLU,2,"Get some small, sharp scissors or a box cutter or utility knife and cut off that rubber seal -- which doesn't seal anyway.",rubber seal,,Negative,0.9452
B007ZN5ATQ,A2EHYCA29NSQLU,2,"Then, after you brush your teeth just run some water down in there to rinse it out.",water,run,Neutral,0.8172
B007ZN5ATQ,A2EHYCA29NSQLU,2,"At least 10X better,",better,least,Positive,0.6152
B007ZN5ATQ,A1ZMTSQTQZFXR7,2,This model did not have the timing beeps.,timing,,Negative,0.9234
B007ZN5ATQ,A1ZMTSQTQZFXR7,2,I ordered another model that has beeps every 30 seconds.,beeps,ordered,Neutral,0.577
B007ZN5ATQ,A2IA3UA7N9HCWJ,2,Water seeps through the plastic handle where it joins.,Water,seeps,Negative,0.9828
B007ZN5ATQ,A2IA3UA7N9HCWJ,2,Water seeps through the plastic handle where it joins.,plastic handle,,Negative,0.92
B007ZN5ATQ,A2IA3UA7N9HCWJ,2,This leaves goop and yuck that requires frequent cleaning.,goop,leaves,Negative,0.9948
B007ZN5ATQ,A2IA3UA7N9HCWJ,2,This leaves goop and yuck that requires frequent cleaning.,cleaning,frequent,Negative,0.9938
B007ZN5ATQ,A2IA3UA7N9HCWJ,2,Surely the new design toothbrushes seal better than this one.,toothbrushes seal,,Positive,0.4838
B007ZN5ATQ,AEF2MF4QJU53U,2,"I have just about ran out of patience with Philips & ""quality"" after owning 5 of this brand in the past.",quality,owning,Positive,0.8138
B007ZN5ATQ,AEF2MF4QJU53U,2,"This time with the new ""Sonicare"" on which the charging light stays on 24/7 after 2 weeks of ownership.",charging light,,Negative,0.7111
B007ZN5ATQ,AEF2MF4QJU53U,2,It is supposed to be on ONLY WHEN THE BATTERY IS BEING CHARGED.,BATTERY,CHARGED,Negative,0.5104
B007ZN5ATQ,AEF2MF4QJU53U,2,(So says Phillips)Have checked the new charger that came with the unit.,charger,new,Neutral,0.9779
B007ZN5ATQ,AEF2MF4QJU53U,2,Tried the charger from the old unit.,charger,Tried,Neutral,0.513
B007ZN5ATQ,AEF2MF4QJU53U,2,Ever tried to get a reply from Philips customer service on the Net?I no longer would recommend this brand even,customer service,,Negative,0.9965
B007ZN5ATQ,AEF2MF4QJU53U,2,I will continue to use until it (or I) die.,use,continue,Positive,0.9523
B007ZN5ATQ,A2Q2A6JKY95RTP,2,"First, this toothbrush is really designed for a single person or for an individual who travels.",toothbrush,designed,Neutral,0.8443
B007ZN5ATQ,A2Q2A6JKY95RTP,2,This isn't really a practical toothbrush for more than an individual simply,toothbrush,practical,Negative,0.8854
B007ZN5ATQ,A2Q2A6JKY95RTP,2,there's no place to store an extra toothbrush head.,toothbrush,extra,Negative,0.9216
B007ZN5ATQ,A2Q2A6JKY95RTP,2,I'm coming from using an Oral B electric toothbrush that had slots for storing more than one brush-head and was immediately disappointed that there isn't a similar feature here.,feature,similar,Negative,0.9212
B007ZN5ATQ,A2Q2A6JKY95RTP,2,"For $70 you're getting a single function electric toothbrush, simply meaning that there's only an on/off button and no variable speed brushing or vibrating.",electric toothbrush,,Neutral,0.6828
B007ZN5ATQ,A2Q2A6JKY95RTP,2,There's a built in 2-minute timer that's the norm for electric toothbrushes; a charger; and a small storage bag.,built,'s,Neutral,0.8932
B007ZN5ATQ,A2Q2A6JKY95RTP,2,There's a built in 2-minute timer that's the norm for electric toothbrushes; a charger; and a small storage bag.,charger,electric,Neutral,0.9706
B007ZN5ATQ,A2Q2A6JKY95RTP,2,There's a built in 2-minute timer that's the norm for electric toothbrushes; a charger; and a small storage bag.,storage bag,,Neutral,0.9473
B007ZN5ATQ,A2Q2A6JKY95RTP,2,The toothbrush itself seems to be either poorly designed or just an early design that's never been improved upon.,toothbrush,seems,Negative,0.9886
B007ZN5ATQ,A2Q2A6JKY95RTP,2,The toothbrush itself seems to be either poorly designed or just an early design that's never been improved upon.,designed,early,Negative,0.9879
B007ZN5ATQ,A2Q2A6JKY95RTP,2,The major problem that I see with this brush is that water and toothpaste trickle down the handle and get inside the housing.,water,see,Negative,0.981
B007ZN5ATQ,A2Q2A6JKY95RTP,2,After using this brush for a few days it left a mess of old toothpaste on the charger and my bathroom counter.,brush,using,Negative,0.9935
B007ZN5ATQ,A2Q2A6JKY95RTP,2,After using this brush for a few days it left a mess of old toothpaste on the charger and my bathroom counter.,counter,old,Neutral,0.6392
B007ZN5ATQ,A2Q2A6JKY95RTP,2,I can't imagine toothpaste and water trickling down the inner components of this brush being very good for longevity.,toothpaste,imagine,Negative,0.6481
B007ZN5ATQ,A2Q2A6JKY95RTP,2,I can't imagine toothpaste and water trickling down the inner components of this brush being very good for longevity.,water,trickling,Negative,0.5661
B007ZN5ATQ,A2Q2A6JKY95RTP,2,Lastly I was floored that this new Sonicare is not only heavier and bulkier than my 6 year old Oral B electric toothbrush,Sonicare,new,Negative,0.8075
B007ZN5ATQ,A2Q2A6JKY95RTP,2,Brushing with this thing is like standing on a subway platform as a train flies by; in other words a jarring experience.,subway platform,,Negative,0.9957
B007ZN5ATQ,A2Q2A6JKY95RTP,2,Brushing with this thing is like standing on a subway platform as a train flies by; in other words a jarring experience.,experience,jarring,Negative,0.9957
B007ZN5ATQ,A204K1OFE8OB9Y,2,Every model I have purchased including two of this model series has had a convenient feature whereby every 30 seconds the brush motor would pause,feature,convenient,Positive,0.4933
B007ZN5ATQ,A204K1OFE8OB9Y,2,Every model I have purchased including two of this model series has had a convenient feature whereby every 30 seconds the brush motor would pause,brush motor,,Negative,0.4577
B007ZN5ATQ,A204K1OFE8OB9Y,2,Now some greedy executives at Phillips have decided to disable this function on some toothbrush submodels like this HX5610/30,function,disable,Negative,0.6184
B007ZN5ATQ,A204K1OFE8OB9Y,2,they can upcharge for it on their standard models.,upcharge,standard,Neutral,0.9733
B007ZN5ATQ,A204K1OFE8OB9Y,2,This is now called by Phillips &#34;quadpacer&#34; and you now need to pay extra for this basic functionality.,quadpacer,called,Neutral,0.8989
B007ZN5ATQ,A204K1OFE8OB9Y,2,"Phillips also makes a recharging base that is 110v AC only, one that is sold in Europe that is 220v AC only, and one that is 110/220v AC which can be used anywhere in the world with only a plug adapter.",recharging base,,Neutral,0.7493
B007ZN5ATQ,A204K1OFE8OB9Y,2,"Phillips also makes a recharging base that is 110v AC only, one that is sold in Europe that is 220v AC only, and one that is 110/220v AC which can be used anywhere in the world with only a plug adapter.",plug adapter,,Neutral,0.886
B007ZN5ATQ,A204K1OFE8OB9Y,2,I can pay less and get more with other brands which have gotten better reviews from testers.,pay,less,Neutral,0.6638
B007ZN5ATQ,A29WP90TZOPAZ2,2,It was fine one day and the next day it started vibrating,vibrating,started,Negative,0.6777
B007ZN5ATQ,A29WP90TZOPAZ2,2,"Amazon has a very conservative return policy,",return,conservative,Negative,0.4551
B007ZN5ATQ,A29WP90TZOPAZ2,2,I am SOOO glad I did not buy a more expensive product.,product,expensive,Negative,0.4953
B007ZN5ATQ,A29WP90TZOPAZ2,2,I cannot even use it now.,use,,Negative,0.9933
B003UKM9CO,A1LW93HGONNQUU,2,This electric toothbrush does seem to deliver a better tooth cleaning than just using a manual brush.,electric,seem,Positive,0.9948
B003UKM9CO,A1LW93HGONNQUU,2,I did not find the round and round motion of the brush particularly comfortable.,motion,round,Negative,0.995
B003UKM9CO,A1LW93HGONNQUU,2,"The tube that the brush head is attached to is too thick,",tube,attached,Negative,0.9879
B003UKM9CO,A1LW93HGONNQUU,2,"The motor is not terribly strong--when the brush hit the teeth on  the opposite side, the brush head slowed or stopped completely.",motor,strong,Negative,0.9114
B003UKM9CO,A1LW93HGONNQUU,2,"The motor is not terribly strong--when the brush hit the teeth on  the opposite side, the brush head slowed or stopped completely.",brush,hit,Negative,0.9888
B003UKM9CO,A1LW93HGONNQUU,2,"The motor is not terribly strong--when the brush hit the teeth on  the opposite side, the brush head slowed or stopped completely.",brush head,,Negative,0.9954
B003UKM9CO,A1LW93HGONNQUU,2,This model allegedly had three different brush speeds for persons of different sensitivity--I could never get them to work.,brush speeds,,Negative,0.9671
B003UKM9CO,A1LW93HGONNQUU,2,"Finally, this brush has no timing or reminder feature.",brush,has,Negative,0.9886
B003UKM9CO,A1LW93HGONNQUU,2,"On the Sonic-care, there is a two minute timer and it beeps every 30 seconds which allows you to divide your mouth into four quadrants and give each equal time.",timer,beeps,Positive,0.5961
B003UKM9CO,A1LW93HGONNQUU,2,I really missed this feature on the Oral-B.  If I were shopping for an electric toothbrush this would not be the one I would buy or recommend to friends.,feature,missed,Negative,0.9923
B007VXJK6E,A19RW25Q6206I3,2,So I have to say I really liked this brush...it replaced an older Oral-B that was simply worn out after 4 years of use.,brush,liked,Positive,0.9906
B007VXJK6E,A19RW25Q6206I3,2,I liked the upgrades they made the multi modes and the pressure light are excellent additions.,multi modes,,Positive,0.9259
B007VXJK6E,A19RW25Q6206I3,2,I liked the upgrades they made the multi modes and the pressure light are excellent additions.,pressure light,,Positive,0.9754
B007VXJK6E,A19RW25Q6206I3,2,First off the unit gets warm when it is on the charger.,unit,warm,Negative,0.9958
B007VXJK6E,A19RW25Q6206I3,2,"And not just when it is ""charging"", even when the unit shows full charge if you leave it on the stand it",charging,shows,Neutral,0.7397
B007VXJK6E,A19RW25Q6206I3,2,"And not just when it is ""charging"", even when the unit shows full charge if you leave it on the stand it",charge,full,Positive,0.4765
B007VXJK6E,A19RW25Q6206I3,2,I find this very disconcerting in a home type consumer appliance.,consumer appliance,,Negative,0.9954
B007VXJK6E,A19RW25Q6206I3,2,I tried only charging it when needed.,charging,tried,Negative,0.7016
B007VXJK6E,A19RW25Q6206I3,2,This leads us to issue 2.,issue,leads,Negative,0.992
B007VXJK6E,A19RW25Q6206I3,2,There is a noticeable drop off in speed and torque when brushing as the charge drops.,torque,brushing,Negative,0.9965
B007VXJK6E,A19RW25Q6206I3,2,There is a noticeable drop off in speed and torque when brushing as the charge drops.,charge,drops,Negative,0.9906
B007VXJK6E,A19RW25Q6206I3,2,"So what to say, this could be a great unit...",unit,great,Positive,0.9958
B007VXJK6E,A19RW25Q6206I3,2,with the heat issue and the weak batteries I think it's just not worth the price point.,heat,weak,Negative,0.9936
B007VXJK6E,A19RW25Q6206I3,2,with the heat issue and the weak batteries I think it's just not worth the price point.,batteries,weak,Negative,0.9958
B007VXJK6E,A19RW25Q6206I3,2,with the heat issue and the weak batteries I think it's just not worth the price point.,price point,,Negative,0.9723
B007VXJK6E,A19RW25Q6206I3,2,I tried to contact the company to see if this heat issue may be a sign there is a battery charging issue and,heat,see,Negative,0.9712
B007VXJK6E,A19RW25Q6206I3,2,I tried to contact the company to see if this heat issue may be a sign there is a battery charging issue and,battery charging,,Negative,0.9949
B007VXJK6E,A19RW25Q6206I3,2,But I have not received a response.,response,not received,Negative,0.9945
B007ZN5ATQ,ATDE9JYCPI0L1,3,"Alas, I must agree with others that this brush leaves several things to be desired.",brush,leaves,Negative,0.9966
B007ZN5ATQ,ATDE9JYCPI0L1,3,"Firstly, in addition to easily trapping toothpaste and moisture inside the handle, where the brush screws in, this new handle has added another design flaw --- a seam in the handle that will obviously also attract moisture and toothpaste.",design,added,Negative,0.9964
B007ZN5ATQ,ATDE9JYCPI0L1,3,"Firstly, in addition to easily trapping toothpaste and moisture inside the handle, where the brush screws in, this new handle has added another design flaw --- a seam in the handle that will obviously also attract moisture and toothpaste.",seam,added,Negative,0.9959
